en_query	cs_query	en_parse	cs_parse	domain
Resume timer for 5 minutes .	5 minute ke liye timer ko resume kare	[IN:RESUME_TIMER Resume [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 5 minutes ] . ]	[IN:RESUME_TIMER [SL:DATE_TIME 5 minute ke liye ] [SL:METHOD_TIMER timer ] ko resume kare ]	timer
Remind me to order more toilet paper tomorrow .	kal mujhe aur toilet paper order karne ke liye yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO order more toilet paper ] [SL:DATE_TIME tomorrow ] . ]	[IN:CREATE_REMINDER [SL:DATE_TIME kal ] [SL:PERSON_REMINDED mujhe ] [SL:TODO aur toilet paper order ] karne ke liye yaad dilaye ]	reminder
What time will I get to Panama City Beach if I leave here at 2 a . m .	Agar mai yaha se 2 am ko nikal jaaon to mai Panama City Beach kab tak pahunch jaonga	[IN:GET_ESTIMATED_ARRIVAL What time will I get to [SL:DESTINATION Panama City Beach ] if I leave [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] [SL:DATE_TIME_DEPARTURE at 2 a . m ] . ]	[IN:GET_ESTIMATED_ARRIVAL Agar mai [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER yaha ] ] ] se [SL:DATE_TIME_DEPARTURE 2 am ko ] nikal jaaon to mai [SL:DESTINATION Panama City Beach ] kab tak pahunch jaonga ]	navigation
last song	pichla gaana	[IN:PREVIOUS_TRACK_MUSIC [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]	[IN:PREVIOUS_TRACK_MUSIC [SL:ORDINAL pichla ] [SL:MUSIC_TYPE gaana ] ]	music
Send a message to Patty ' s Cakes that I will not attend the July event .	Patty ' s Cakes ko message bhejo ki mai July ka event attend nahi karunga .	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Patty ' s Cakes ] that [SL:CONTENT_EXACT I will not attend the July event ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Patty ' s Cakes ] ko message bhejo ki [SL:CONTENT_EXACT mai July ka event attend nahi karunga ] . ]	messaging
put together my timers	mere timers ek sath rakho	[IN:UNSUPPORTED_TIMER put together my [SL:METHOD_TIMER timers ] ]	[IN:UNSUPPORTED_TIMER mere [SL:METHOD_TIMER timers ] ek sath rakho ]	timer
Traffic please and thank you	Please Traffic ke bare me bataye aur shukriya	[IN:GET_INFO_TRAFFIC Traffic please and thank you ]	[IN:GET_INFO_TRAFFIC Please Traffic ke bare me bataye aur shukriya ]	navigation
Respond reacting with a thumbs down to the first message	first message ko thumbs down ke saath respond karen	[IN:REACT_MESSAGE Respond reacting with a [SL:TYPE_REACTION thumbs down ] to the [SL:ORDINAL first ] message ]	[IN:REACT_MESSAGE [SL:ORDINAL first ] message ko [SL:TYPE_REACTION thumbs down ] ke saath respond karen ]	messaging
Flip the chicken in 35 minutes	chicken ko 35 minute mei flip kare	[IN:UNSUPPORTED_TIMER Flip the chicken in 35 minutes ]	[IN:UNSUPPORTED_TIMER chicken ko 35 minute mei flip kare ]	timer
Grab the latest texts from Grandma June	June ke mahine me latest texts ko Grandma se grab karo	[IN:GET_MESSAGE Grab the [SL:ORDINAL latest ] texts from [SL:SENDER [IN:GET_CONTACT [SL:TYPE_RELATION Grandma ] [SL:CONTACT June ] ] ] ]	[IN:GET_MESSAGE [SL:SENDER [IN:GET_CONTACT [SL:CONTACT June ] ] ] ke mahine me [SL:ORDINAL latest ] texts ko [SL:SENDER [IN:GET_CONTACT [SL:TYPE_RELATION Grandma ] ] ] se grab karo ]	messaging
Have an alarm go off on every Saturday at 12 pm	har Saturday at 12 pm ko alarm bajao	[IN:CREATE_ALARM Have an alarm go off [SL:DATE_TIME_RECURRING on every Saturday at 12 pm ] ]	[IN:CREATE_ALARM [SL:DATE_TIME_RECURRING har Saturday at 12 pm ko ] alarm bajao ]	alarm
set my timer at 30 seconds	30 seconds par mere timer ko set karen	[IN:CREATE_TIMER set my [SL:METHOD_TIMER timer ] [SL:DATE_TIME at 30 seconds ] ]	[IN:CREATE_TIMER [SL:DATE_TIME 30 seconds par ] mere [SL:METHOD_TIMER timer ] ko set karen ]	timer
alert me 10 min before to turn on the tv for my show at 10 pm	Mujhe 10 pm ko mere show ke liye tv kholne ke liye 10 min pehle alert karen	[IN:CREATE_REMINDER alert [SL:PERSON_REMINDED me ] [SL:DATE_TIME 10 min before ] to [SL:TODO [IN:GET_TODO [SL:TODO turn on the tv for my show ] [SL:DATE_TIME at 10 pm ] ] ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Mujhe ] [SL:TODO [IN:GET_TODO [SL:DATE_TIME 10 pm ko ] [SL:TODO mere show ke liye tv kholne ] ] ] ke liye [SL:DATE_TIME 10 min pehle ] alert karen ]	reminder
set an alarm for noon tomorrow	kal dopaher ke liye alarm set kare	[IN:CREATE_ALARM set an alarm [SL:DATE_TIME for noon tomorrow ] ]	[IN:CREATE_ALARM [SL:DATE_TIME kal dopaher ke liye ] alarm set kare ]	alarm
Remind me to send birthday greetings	mujhe birthday greetings bhejne ke liye yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO send birthday greetings ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:TODO birthday greetings bhejne ke liye ] yaad dilaye ]	reminder
What is the fastest route to Gatlinburg from Jacksonville , NC ?	Jacksonville , NC se Gatlinburg ke liye sabse tez route kya hai ?	[IN:GET_DIRECTIONS What is the fastest route to [SL:DESTINATION Gatlinburg ] from [SL:SOURCE Jacksonville , NC ] ? ]	[IN:GET_DIRECTIONS [SL:SOURCE Jacksonville , NC ] se [SL:DESTINATION Gatlinburg ] ke liye sabse tez route kya hai ? ]	navigation
whens the next king tut exhibit	agla king tut ka exhibit kab hai	[IN:GET_EVENT whens the [SL:ORDINAL next ] [SL:NAME_EVENT king tut ] [SL:CATEGORY_EVENT exhibit ] ]	[IN:GET_EVENT [SL:ORDINAL agla ] [SL:NAME_EVENT king tut ] ka [SL:CATEGORY_EVENT exhibit ] kab hai ]	event
I ' d like to see my uncle Ray ' s message from Signal	mai Signal se mere uncle Ray ka message dekhna chahta hoon	[IN:GET_MESSAGE I ' d like to see [SL:SENDER [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION uncle ] [SL:CONTACT Ray ] ] ] ' s message from [SL:RESOURCE Signal ] ]	[IN:GET_MESSAGE mai [SL:RESOURCE Signal ] se [SL:SENDER [IN:GET_CONTACT [SL:CONTACT_RELATED mere ] [SL:TYPE_RELATION uncle ] [SL:CONTACT Ray ] ] ] ka message dekhna chahta hoon ]	messaging
skip to next song	agley song par skip kare	[IN:SKIP_TRACK_MUSIC skip to [SL:ORDINAL next ] [SL:MUSIC_TYPE song ] ]	[IN:SKIP_TRACK_MUSIC [SL:ORDINAL agley ] [SL:MUSIC_TYPE song ] par skip kare ]	music
Which location along the Atlantic coast is warmest today	Atlantic coast ke sath konsa location aaj sabse garm hai	[IN:GET_WEATHER Which location along the [SL:LOCATION Atlantic coast ] is [SL:WEATHER_ATTRIBUTE warmest ] [SL:DATE_TIME today ] ]	[IN:GET_WEATHER [SL:LOCATION Atlantic coast ] ke sath konsa location [SL:DATE_TIME aaj ] [SL:WEATHER_ATTRIBUTE sabse garm ] hai ]	weather
How far is Guam from the United States	the United States se Guam kitni door hai	[IN:GET_DISTANCE How far is [SL:DESTINATION Guam ] from [SL:SOURCE the United States ] ]	[IN:GET_DISTANCE [SL:SOURCE the United States ] se [SL:DESTINATION Guam ] kitni door hai ]	navigation
Add 10 minutes to my current timer .	mere current timer mei 10 minute add kare	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 minutes ] to my current [SL:METHOD_TIMER timer ] . ]	[IN:ADD_TIME_TIMER mere current [SL:METHOD_TIMER timer ] mei [SL:DATE_TIME 10 minute ] add kare ]	timer
Delete all my alarms	mere sarey alarms delete kare	[IN:DELETE_ALARM Delete [SL:AMOUNT all ] my alarms ]	[IN:DELETE_ALARM mere [SL:AMOUNT sarey ] alarms delete kare ]	alarm
Community holiday parties	Community holiday parties	[IN:GET_EVENT [SL:CATEGORY_EVENT Community holiday parties ] ]	[IN:GET_EVENT [SL:CATEGORY_EVENT Community holiday parties ] ]	event
remind tyler in an hour to start the dishwasher	dishwasher shuru karne ke liye ek ghante me tyler ko yaad dilaye	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED tyler ] [SL:DATE_TIME in an hour ] to [SL:TODO start the dishwasher ] ]	[IN:CREATE_REMINDER [SL:TODO dishwasher shuru karne ke liye ] [SL:DATE_TIME ek ghante me ] [SL:PERSON_REMINDED tyler ] ko yaad dilaye ]	reminder
Delete the alarm for the vet	vet ke liye alarm delete kare	[IN:DELETE_ALARM Delete the alarm for the vet ]	[IN:DELETE_ALARM vet ke liye alarm delete kare ]	alarm
remove all bridge club reminders	sabhi bridge club ke reminders ko hata den	[IN:DELETE_REMINDER remove [SL:AMOUNT all ] [SL:TODO bridge club ] reminders ]	[IN:DELETE_REMINDER [SL:AMOUNT sabhi ] [SL:TODO bridge club ] ke reminders ko hata den ]	reminder
How long is the distance from Miami to New York	Miami se New York tak ki doori kitni hai	[IN:GET_DISTANCE How long is the distance from [SL:SOURCE Miami ] to [SL:DESTINATION New York ] ]	[IN:GET_DISTANCE [SL:SOURCE Miami ] se [SL:DESTINATION New York ] tak ki doori kitni hai ]	navigation
remind of doctors appointment tuesday at 12 pm	tuesday 12pm ko doctor ke appointment ke bare mei yaad dilaye	[IN:CREATE_REMINDER remind of [SL:TODO doctors appointment ] [SL:DATE_TIME tuesday at 12 pm ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME tuesday 12pm ko ] [SL:TODO doctor ke appointment ] ke bare mei yaad dilaye ]	reminder
Are we going to get hail today ?	Kya aaj ole padne wale hai ?	[IN:GET_WEATHER Are we going to get [SL:WEATHER_ATTRIBUTE hail ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER Kya [SL:DATE_TIME aaj ] [SL:WEATHER_ATTRIBUTE ole ] padne wale hai ? ]	weather
how ' s the traffic to Sussex	Sussex ka traffic kaisa hai	[IN:GET_INFO_TRAFFIC how ' s the traffic to [SL:DESTINATION Sussex ] ]	[IN:GET_INFO_TRAFFIC [SL:DESTINATION Sussex ] ka traffic kaisa hai ]	navigation
set reminder at 10 pm tomorrow	Kal raat 10 baje ka reminder set karen	[IN:CREATE_REMINDER set reminder [SL:DATE_TIME at 10 pm tomorrow ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME Kal raat 10 baje ka ] reminder set karen ]	reminder
What will the weather be like at 6 pm ?	shaam 6 baje ko mausam kaisa rahega ?	[IN:GET_WEATHER What will the weather be like [SL:DATE_TIME at 6 pm ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME shaam 6 baje ko ] mausam kaisa rahega ? ]	weather
Do I have anything scheduled for next Monday ?	Kya mere paas agle Monday ke liye kuch schedule kiya hua hai ?	[IN:GET_REMINDER Do [SL:PERSON_REMINDED I ] have anything scheduled [SL:DATE_TIME for next Monday ] ? ]	[IN:GET_REMINDER Kya [SL:PERSON_REMINDED mere ] paas [SL:DATE_TIME agle Monday ke liye ] kuch schedule kiya hua hai ? ]	reminder
how many miles from san diego to san francisco	san diego se san francisco tak kitne miles hai	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] from [SL:SOURCE san diego ] to [SL:DESTINATION san francisco ] ]	[IN:GET_DISTANCE [SL:SOURCE san diego ] se [SL:DESTINATION san francisco ] tak kitne [SL:UNIT_DISTANCE miles ] hai ]	navigation
Show all alarms	sabhi alarms dikhao	[IN:GET_ALARM Show [SL:AMOUNT all ] alarms ]	[IN:GET_ALARM [SL:AMOUNT sabhi ] alarms dikhao ]	alarm
Did Mike message me ?	Kya Mike ne mujhe message kiya hai ?	[IN:GET_MESSAGE Did [SL:SENDER Mike ] message [SL:RECIPIENT me ] ? ]	[IN:GET_MESSAGE Kya [SL:SENDER Mike ] ne [SL:RECIPIENT mujhe ] message kiya hai ? ]	messaging
HOW MANY INCHES OF SNOW SHOULD WE EXPECT ?	hume kitne inches ki barf ko expect karna chahiye	[IN:GET_WEATHER HOW MANY INCHES OF [SL:WEATHER_ATTRIBUTE SNOW ] SHOULD WE EXPECT ? ]	[IN:GET_WEATHER hume kitne inches ki [SL:WEATHER_ATTRIBUTE barf ] ko expect karna chahiye ]	weather
How do I set a timer for 42 minutes ?	mai 42 minutes ke liye timer kaise set karu ?	[IN:CREATE_TIMER How do I set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 42 minutes ] ? ]	[IN:CREATE_TIMER mai [SL:DATE_TIME 42 minutes ke liye ] [SL:METHOD_TIMER timer ] kaise set karu ? ]	timer
play a station you recommend	aapke dwara recommend kiya gaya station bajao	[IN:PLAY_MUSIC play a [SL:MUSIC_TYPE station ] you recommend ]	[IN:PLAY_MUSIC aapke dwara recommend kiya gaya [SL:MUSIC_TYPE station ] bajao ]	music
should i pack a jacket for beech mountain ?	kya mujhe beech mountain ke liye ek jacket pack karni chahiye ?	[IN:GET_WEATHER should i pack a [SL:WEATHER_ATTRIBUTE jacket ] for [SL:LOCATION beech mountain ] ? ]	[IN:GET_WEATHER kya mujhe [SL:LOCATION beech mountain ] ke liye ek [SL:WEATHER_ATTRIBUTE jacket ] pack karni chahiye ? ]	weather
how is the traffic in Seaside	Seaside me traffic kaisa hai	[IN:GET_INFO_TRAFFIC how is the traffic in [SL:LOCATION Seaside ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION Seaside ] me traffic kaisa hai ]	navigation
Would it be faster for me to take a bus or a taxi to the beach ?	mere liye beach par jaane ke liye bus lena zyada tez hoga ya taxi ?	[IN:UNSUPPORTED_NAVIGATION Would it be faster for me to take a bus or a taxi to the beach ? ]	[IN:UNSUPPORTED_NAVIGATION mere liye beach par jaane ke liye bus lena zyada tez hoga ya taxi ? ]	navigation
when will it get dark tonight	Aaj raat kab andhera hoga	[IN:GET_WEATHER when will it get dark [SL:DATE_TIME tonight ] ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj raat ] kab andhera hoga ]	weather
when is hurricane season	hurricane ka season kab hai	[IN:UNSUPPORTED_WEATHER when is [SL:WEATHER_ATTRIBUTE hurricane ] season ]	[IN:UNSUPPORTED_WEATHER [SL:WEATHER_ATTRIBUTE hurricane ] ka season kab hai ]	weather
Will there be any flooding from the rain ?	Kya baarish se koi baadh aayegi ?	[IN:GET_WEATHER Will there be any [SL:WEATHER_ATTRIBUTE flooding ] from the [SL:WEATHER_ATTRIBUTE rain ] ? ]	[IN:GET_WEATHER Kya [SL:WEATHER_ATTRIBUTE baarish ] se koi [SL:WEATHER_ATTRIBUTE baadh ] aayegi ? ]	weather
Tell me the masquerade events in downtown Detroit for Thursday and Friday the 21st and 22nd of December	mujhe downtown Detroit me Thursday aur Friday ko 21st aur 22nd December ko hone wale masquerade events ke baare me batayen	[IN:GET_EVENT Tell me the [SL:CATEGORY_EVENT masquerade ] events in [SL:LOCATION downtown Detroit ] [SL:DATE_TIME for Thursday and Friday the 21st and 22nd of December ] ]	[IN:GET_EVENT mujhe [SL:LOCATION downtown Detroit ] me [SL:DATE_TIME Thursday aur Friday ko 21st aur 22nd December ko hone wale ] [SL:CATEGORY_EVENT masquerade ] events ke baare me batayen ]	event
Alert me at 6 tomorrow instead of 7 am .	mujhe kal 7 am ke bajaye 6 ko alert kare	[IN:CREATE_ALARM Alert me [SL:DATE_TIME at 6 tomorrow instead of 7 am ] . ]	[IN:CREATE_ALARM mujhe [SL:DATE_TIME kal 7 am ke bajaye 6 ko ] alert kare ]	alarm
Delete reminder to fix my car tonight .	aaj raat meri car ko fix karne ke liye reminder hataye	[IN:DELETE_REMINDER Delete reminder to [SL:TODO fix my car ] [SL:DATE_TIME tonight ] . ]	[IN:DELETE_REMINDER [SL:DATE_TIME aaj raat ] [SL:TODO meri car ko fix ] karne ke liye reminder hataye ]	reminder
Any Holiday events for children	bachon ke liye koi Holiday events hai	[IN:GET_EVENT Any [SL:CATEGORY_EVENT Holiday events ] for [SL:ATTRIBUTE_EVENT children ] ]	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT bachon ] ke liye koi [SL:CATEGORY_EVENT Holiday events ] hai ]	event
Is there a blizzard warning	kya koi blizzard ki warning hai	[IN:GET_WEATHER Is there a blizzard warning ]	[IN:GET_WEATHER kya koi blizzard ki warning hai ]	weather
What ' s the temperature in New Mexico ?	New Mexico me temperature kya hai ?	[IN:GET_WEATHER What ' s the temperature in [SL:LOCATION New Mexico ] ? ]	[IN:GET_WEATHER [SL:LOCATION New Mexico ] me temperature kya hai ? ]	weather
Is traffic heavy this evening	kya aaj shaam traffic bhari hai	[IN:GET_INFO_TRAFFIC Is traffic heavy [SL:DATE_TIME this evening ] ]	[IN:GET_INFO_TRAFFIC kya [SL:DATE_TIME aaj shaam ] traffic bhari hai ]	navigation
Make an alarm called pick up kids for Friday 3 pm	Friday ko dopahar 3 baje ke liye ek pick up kids ke naam ka alarm banao	[IN:CREATE_ALARM Make an alarm called [SL:ALARM_NAME pick up kids ] [SL:DATE_TIME for Friday 3 pm ] ]	[IN:CREATE_ALARM [SL:DATE_TIME Friday ko dopahar 3 baje ke liye ] ek [SL:ALARM_NAME pick up kids ] ke naam ka alarm banao ]	alarm
alexa , say thank you to Mum .	alexa , Mum ko thank you bolo	[IN:SEND_MESSAGE alexa , say [SL:CONTENT_EXACT thank you ] to [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mum ] ] ] . ]	[IN:SEND_MESSAGE alexa , [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mum ] ] ] ko [SL:CONTENT_EXACT thank you ] bolo ]	messaging
How long will the traffic increase my drive	Traffic ki wajah se meri drive kab tak badhegi	[IN:GET_ESTIMATED_DURATION How long will the traffic increase my [SL:METHOD_TRAVEL drive ] ]	[IN:GET_ESTIMATED_DURATION Traffic ki wajah se meri [SL:METHOD_TRAVEL drive ] kab tak badhegi ]	navigation
What is the distance of Charlotte to Huntersville	Charlotte se Huntersville ki duri kya hai	[IN:GET_DISTANCE What is the distance of [SL:SOURCE Charlotte ] to [SL:DESTINATION Huntersville ] ]	[IN:GET_DISTANCE [SL:SOURCE Charlotte ] se [SL:DESTINATION Huntersville ] ki duri kya hai ]	navigation
Set scheduling reminder .	scheduling reminder set karo	[IN:CREATE_REMINDER Set [SL:TODO scheduling ] reminder . ]	[IN:CREATE_REMINDER [SL:TODO scheduling ] reminder set karo ]	reminder
where is there construction in Norman	Norman me construction kaha hai	[IN:GET_INFO_TRAFFIC where is there construction in [SL:LOCATION Norman ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION Norman ] me construction kaha hai ]	navigation
What are my alarms for next week ?	agle hafte ke liye mere alarms kya hai ?	[IN:GET_ALARM What are my alarms [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME for next week ] ] ] ? ]	[IN:GET_ALARM [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME agle hafte ke liye ] ] ] mere alarms kya hai ? ]	alarm
What is the traffic like between Raleigh and Durham	Raleigh aur Durham ke beech ka traffic kaisa hai	[IN:GET_INFO_TRAFFIC What is the traffic like between [SL:SOURCE Raleigh ] and [SL:DESTINATION Durham ] ]	[IN:GET_INFO_TRAFFIC [SL:SOURCE Raleigh ] aur [SL:DESTINATION Durham ] ke beech ka traffic kaisa hai ]	navigation
whats the traffic looking like	traffic kaisa dikh raha hai	[IN:GET_INFO_TRAFFIC whats the traffic looking like ]	[IN:GET_INFO_TRAFFIC traffic kaisa dikh raha hai ]	navigation
Show me every alarm	mujhe har alarm dikhao	[IN:GET_ALARM Show me every alarm ]	[IN:GET_ALARM mujhe har alarm dikhao ]	alarm
Share the temperature for Christmas Day .	Christmas Day ke liye temperature share kare	[IN:GET_WEATHER Share the temperature [SL:DATE_TIME for Christmas Day ] . ]	[IN:GET_WEATHER [SL:DATE_TIME Christmas Day ke liye ] temperature share kare ]	weather
Delete reminder to buy crayons	crayons kharidne ke liye reminder hataye	[IN:DELETE_REMINDER Delete reminder to [SL:TODO buy crayons ] ]	[IN:DELETE_REMINDER [SL:TODO crayons kharidne ke liye ] reminder hataye ]	reminder
Delete the reminder to pick up the kids tomorrow .	kal kids ko pick up karne ka reminder delete kare	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO pick up the kids ] [SL:DATE_TIME tomorrow ] . ]	[IN:DELETE_REMINDER [SL:DATE_TIME kal ] [SL:TODO kids ko pick up karne ka ] reminder delete kare ]	reminder
can you play my playlist on spotify	Kya aap spotify par meri playlist baja sakte hai	[IN:PLAY_MUSIC can you play my [SL:MUSIC_TYPE playlist ] on [SL:MUSIC_PROVIDER_NAME spotify ] ]	[IN:PLAY_MUSIC Kya aap [SL:MUSIC_PROVIDER_NAME spotify ] par meri [SL:MUSIC_TYPE playlist ] baja sakte hai ]	music
is there a cold front coming this week	kya is hafte koi cold front aane wala hai	[IN:GET_WEATHER is there a [SL:WEATHER_ATTRIBUTE cold ] front coming [SL:DATE_TIME this week ] ]	[IN:GET_WEATHER kya [SL:DATE_TIME is hafte ] koi [SL:WEATHER_ATTRIBUTE cold ] front aane wala hai ]	weather
Is there any traffic within 3 miles of my home	Kya mere ghar ke 3 miles ke andar koi traffic hai	[IN:GET_INFO_TRAFFIC Is there any traffic [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS within 3 miles of ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT my ] home ] ] ] ] ]	[IN:GET_INFO_TRAFFIC Kya [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT mere ] ghar ] ] ke [SL:SEARCH_RADIUS 3 miles ke andar ] ] ] koi traffic hai ]	navigation
How many miles is it to California from New York	New York se California tak kitne miles hai	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is it to [SL:DESTINATION California ] from [SL:SOURCE New York ] ]	[IN:GET_DISTANCE [SL:SOURCE New York ] se [SL:DESTINATION California ] tak kitne [SL:UNIT_DISTANCE miles ] hai ]	navigation
Replay the song from the beginning	song ko shuru se replay kare	[IN:REPLAY_MUSIC Replay the [SL:MUSIC_TYPE song ] from the beginning ]	[IN:REPLAY_MUSIC [SL:MUSIC_TYPE song ] ko shuru se replay kare ]	music
Show me daily reminders	mujhe daily reminders dikhao	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminders ]	[IN:GET_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminders [SL:METHOD_RETRIEVAL_REMINDER dikhao ] ]	reminder
Tell my brother - in - law a happy birthday for me please .	please mere liye mere brother - in - law ko happy birthday kaho .	[IN:SEND_MESSAGE Tell [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother - in - law ] ] ] a [SL:CONTENT_EXACT happy birthday ] for me please . ]	[IN:SEND_MESSAGE please mere liye [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED mere ] [SL:TYPE_RELATION brother - in - law ] ] ] ko [SL:CONTENT_EXACT happy birthday ] kaho . ]	messaging
